営業利益
四半期、期間毎
（円）

コード,年度,1Q,2Q,3Q,4Q
3004,2024/03,482000000,475000000,531000000,305000000
300A,2026/03,321000000,490417000,519583000,
3010,2026/03,929000000,1011343000,1171657000,
3011,2026/03,68000000,79011000,53989000,
3020,2026/03,566000000,946000000,912000000,
3021,2026/05,322000000,375754000,,
3023,2026/03,290000000,642000000,907000000,
3024,2026/03,133000000,161290000,315710000,
3028,2026/06,616000000,3117000000,,
302A,2026/03,117000000,7645000,45355000,
3030,2026/02,187000000,122464000,134536000,
3031,2026/04,271000000,303617000,399383000,
3032,2026/03,71000000,28675000,37325000,
3034,2026/03,3592000000,3590000000,2233000000,
3035,2026/08,105000000,,,
3036,2026/03,2445000000,1967000000,3044000000,
3038,2026/10,10945000000,,,
303A,2026/03,14000000,40878000,24122000,
3040,2025/12,593000000,200000000,1071000000,980000000
3041,2026/06,-82000000,11604000,,
3042,2026/03,39000000,8412000,-26412000,
3045,2026/08,137000000,,,
3046,2026/08,2023000000,,,
3047,2025/12,106000000,91531000,175469000,186000000
3048,2026/08,7401000000,,,
304A,2026/02,25000000,8488000,16512000,
3050,2026/02,9685000000,11158000000,5917000000,
3053,2025/12,-24000000,-97000000,30000000,133000000
3054,2025/12,188000000,63065000,88935000,-20000000
3055,2026/03,464000000,446000000,780000000,
3057,2024/01,-117818000,326354000,165020000,-170227000
3058,2026/03,-57000000,-8585000,171585000,
3059,2026/03,58000000,-108175000,-93825000,
3063,2026/02,204000000,69395000,55605000,
3064,2025/12,10740000000,11143000000,11391000000,12918000000
3065,2026/02,95000000,54337000,17663000,
3066,2026/03,-25000000,27606000,40394000,
3067,2026/09,198000000,,,
3068,2026/03,257000000,92726000,546274000,
3069,2026/03,386000000,245972000,752028000,
3070,2026/01,-111000000,-58333000,45333000,65000000
3071,2026/01,33000000,35747000,23253000,189000000
3073,2026/02,1104000000,757000000,,
3075,2026/02,535000000,451088000,-67088000,
3076,2026/06,2039000000,2606000000,,
3077,2025/11,45000000,58802000,,45471000
3079,2026/03,22000000,54031000,97969000,
3080,2026/02,147000000,143137000,26863000,
3082,2026/06,264000000,241877000,,
3083,2026/02,-22000000,-195387000,-38613000,
3086,2026/02,15990000000,13985000000,10717000000,
3087,2026/02,2787000000,2560000000,2652000000,
3088,2026/03,19808000000,20636000000,23803000000,
3089,2025/11,-20000000,111636000,374364000,120690000
3091,2025/12,532000000,692000000,834000000,872000000
3092,2026/03,16920000000,14154000000,23847000000,
3093,2026/02,1496000000,423000000,1427000000,
3094,2026/02,54000000,142383000,,
3096,2026/03,633000000,372959000,683041000,
3097,2026/06,2733000000,2737000000,,
3099,2026/03,15650000000,15801000000,26614000000,
3101,2026/03,5566000000,6224000000,6483000000,
3103,2024/03,-676000000,-1116000000,-826000000,143000000
3104,2026/03,1935000000,1836000000,2248000000,
3105,2025/12,21291000000,-2874000000,451000000,7533000000
3106,2026/03,2159000000,1770000000,2451000000,
3107,2026/03,9876000000,12559000000,10300000000,
3109,2026/03,245000000,383000000,180000000,
3110,2026/03,4298000000,5156000000,5479000000,
3111,2026/03,-13000000,6000000,-9000000,
3113,2026/03,-154000000,-202832000,-137168000,
3116,2026/03,18703000000,18338000000,23204000000,
3121,2025/10,40000000,64665000,125335000,55230000
3123,2026/03,344000000,329042000,221533000,
3131,2026/03,247000000,178052000,280948000,
3132,2026/03,8198000000,9308000000,10762000000,
3133,2026/03,-231000000,-339071000,-291929000,
3134,2026/04,171000000,534326000,93674000,
3135,2026/06,-80000000,-12038000,,
3136,2026/03,58000000,76756000,,
3137,2026/03,4000000,38400000,54600000,
3138,2025/12,23000000,26916000,10084000,102000000
3139,2025/11,1672000000,1899000000,1241000000,1135000000
3140,2026/06,34000000,305000000,,
3141,2026/02,7813000000,14996000000,,
3143,2026/03,597000000,461148000,375852000,
3148,2026/05,5633000000,5473000000,,
3150,2026/03,1781000000,1866278000,2082722000,
3151,2026/03,806000000,835000000,1478000000,
3153,2026/03,699000000,1159000000,1675000000,
3154,2026/06,158000000,427098000,,
3156,2026/03,1641000000,3269000000,4503000000,
3157,2026/03,351000000,556000000,624000000,
3159,2026/01,2128000000,712000000,1655000000,1098000000
3160,2026/05,42000000,-81645000,,
3161,2026/04,-14000000,26190000,95810000,
3166,2026/03,434000000,241000000,341000000,
3167,2026/03,3941000000,2308000000,6083000000,
3168,2026/08,737000000,,,
3169,2026/01,16000000,-91939000,-54061000,
3172,2026/07,22000000,136000000,,
3173,2026/03,134000000,150000000,300000000,
3174,2026/08,-138000000,,,
3175,2026/03,174000000,113997000,454003000,
3176,2026/09,1887000000,,,
3177,2026/02,209000000,197370000,189630000,
3178,2026/03,92000000,-36676000,474676000,
3179,2026/03,421000000,518709000,847291000,
3180,2026/04,239000000,300387000,355613000,
3181,2026/02,161000000,16876000,114124000,
3182,2026/03,1837000000,1174000000,2715000000,
3183,2026/03,701000000,765189000,761811000,
3184,2026/03,433000000,485186000,572814000,
3185,2026/03,-62000000,-85578000,-72955000,
3186,2025/11,2131000000,4938000000,5906000000,6622000000
3187,2026/09,101000000,,,
3189,2026/08,-592000000,,,
3190,2026/03,169000000,-370700000,1123700000,
3191,2026/06,2708000000,2558000000,,
3192,2025/02,-29252000,12808000,7444000,44647000
3193,2026/07,888000000,729432000,,
3195,2026/10,40000000,,,
3196,2025/12,742000000,309730000,439270000,293000000
3197,2025/12,7629000000,6317000000,9908000000,6103000000
3198,2026/02,593000000,265793000,166207000,
3199,2026/03,683000000,766000000,1442000000,
319A,2025/12,290000000,222000000,283000000,637000000
3201,2025/11,2203000000,2717000000,2750000000,4243000000
3202,2026/03,58000000,74611000,96389000,
3204,2025/12,209000000,203000000,91000000,67000000
3205,2026/03,-150000000,-548000000,250000000,
3221,2026/03,555000000,862344000,957656000,
3222,2026/02,747000000,-579000000,216000000,
3223,2026/02,40000000,49505000,4495000,
3224,2026/03,-79000000,-8569000,55569000,
3231,2026/03,36804000000,20390000000,23126000000,
3232,2026/03,2595000000,2650548000,2817452000,
3236,2026/05,963000000,1396000000,,
3237,2026/03,-87000000,-126851000,-66149000,
3238,2026/03,-303000000,-592195000,-194805000,
323A,2026/02,16000000,4049000,27951000,
3241,2025/12,195000000,359000000,369000000,404000000
3242,2026/06,2647000000,611480000,,
3244,2024/12,452000000,,,
3245,2026/09,-370000000,,,
3246,2026/01,-179000000,126639000,-104639000,925000000
3248,2026/10,145000000,,,
324A,2026/04,108000000,305956000,41044000,
3252,2025/12,2948000000,1109000000,236000000,4310000000
3254,2025/09,3541000000,,,
325A,2026/08,657000000,,,
3260,2026/02,-41000000,-41500000,-28500000,
3261,2025/12,-14000000,-47319000,23319000,50000000
3264,2025/09,1585000000,,,
3266,2025/11,-71000000,78000000,69000000,505000000
3267,2025/11,127000000,72804000,61196000,327705000
3271,2026/06,440000000,779000000,,
3275,2025/03,-5000000,-108340000,-186660000,
3276,2025/12,716000000,728021000,727979000,463000000
3277,2025/12,1806000000,434457000,409543000,-403000000
3280,2026/02,1361000000,186000000,571000000,
3284,2026/03,-806000000,1135000000,321000000,
3286,2026/06,-24000000,23364000,,
3288,2026/09,40292000000,,,
3289,2026/03,41232000000,37286000000,25607000000,
3291,2026/03,14198000000,25326000000,25911000000,
3293,2026/03,242000000,181292000,228708000,
3294,2026/03,361000000,962101000,862899000,
3297,2026/05,28000000,159008000,,
3299,2025/12,2982000000,2497000000,1638000000,3932000000
3300,2026/06,460000000,891671000,,
3302,2025/12,2881000000,-224246000,155246000,1243000000
3306,2026/03,5000000,-27186000,1186000,
330A,2026/03,66000000,96475000,63525000,
3315,2026/03,-740000000,1257000000,819000000,
3316,2024/03,49036000,129964000,,
3317,2026/03,128000000,207018000,158982000,
3319,2025/12,-853000000,-107618000,,
331A,2026/03,77000000,164301000,213699000,
3320,2026/01,804000000,126000000,734000000,-269000000
3321,2026/05,709000000,864968000,,
3322,2025/03,181000000,149881000,,
3323,2026/09,-70877000,,,
3326,2026/03,57000000,42745000,32255000,
3328,2025/09,606000000,1118000000,867000000,
3329,2026/04,231000000,152514000,352486000,
332A,2026/03,329000000,335968000,464032000,
3333,2026/02,3270000000,486599000,563401000,
3341,2026/03,1608000000,2569000000,,
3346,2026/03,-92000000,-46043000,13043000,
3347,2026/03,695000000,,,
3349,2026/05,11645000000,9031000000,,
334A,2025/12,45000000,56606000,49394000,109000000
3350,2025/12,592000000,817000000,1339000000,3539000000
3352,2026/03,123000000,117399000,292601000,
3353,2026/02,434000000,309622000,484378000,
3355,2025/12,1473000000,1122355000,1084645000,422000000
3358,2026/03,-3000000,6338000,-2450000,
3359,2026/09,339000000,,,
335A,2026/09,11000000,,,
3360,2026/03,2953000000,5226000000,6271000000,
3361,2026/04,244000000,240985000,705015000,
336A,2026/03,-196000000,-946000000,-1003000000,
3370,2026/03,29000000,10577000,52423000,
3371,2026/03,1108000000,1631582000,1822418000,
3372,2026/03,-82000000,-177686000,253686000,
3374,2026/03,82000000,405512000,297488000,
3375,2026/03,97000000,143149000,182851000,
3377,2025/11,-21000000,341764000,202236000,62745000
3382,2026/02,65076000000,143312000000,116685000000,
3384,2026/02,225000000,128534000,144466000,
3386,2025/12,273000000,3000000,-1000000,68000000
3387,2026/02,3048000000,1892000000,1669000000,
3388,2026/03,535000000,1110783000,541217000,
338A,2025/12,-7000000,-17149000,-44851000,213000000
3391,2026/02,12467000000,15977000000,12151000000,
3392,2026/03,941000000,287823000,481177000,
3393,2026/03,593000000,816700000,708300000,
3395,2024/03,263485000,684939000,794775000,877638000
3396,2026/02,-22000000,224000000,-5000000,
3397,2026/03,8052000000,4340000000,3876000000,
3399,2026/01,1060000000,898955000,1615045000,
339A,2026/02,370000000,456000000,477000000,
3401,2026/03,2295000000,-56377000000,309000000,
3402,2024/03,20794000000,23651000000,26924000000,-13718000000
3405,2025/12,18650000000,,8358000000,12524000000
3407,2026/03,53653000000,53801000000,66495000000,
3409,2026/03,-16000000,-18437000,-22563000,
340A,2026/05,60000000,57934000,,
3415,2026/01,377000000,418888000,259112000,
3416,2025/12,59000000,30547000,11453000,50000000
3417,2026/03,577000000,620000000,205000000,
3418,2026/07,155000000,90000000,,
3419,2026/10,1000000,,,
341A,2026/03,145000000,268479000,55521000,
3420,2026/03,237000000,28867000,382133000,
3421,2026/07,350000000,287782000,,
3422,2026/03,-58000000,835000000,357000000,
3423,2026/03,-89000000,45055000,224945000,
3426,2026/06,88000000,190545000,,
3431,2024/03,1230000000,1721000000,3850000000,1103000000
3433,2026/03,3837000000,2681000000,3010000000,
3434,2026/03,-94000000,63000000,321000000,
3435,2026/03,279000000,467578000,395422000,
3436,2025/12,5990000000,1467000000,-1588000000,-4527000000
3437,2026/03,178000000,123486000,134514000,
3439,2026/06,22000000,21637000,,
343A,2026/03,180000000,230188000,192812000,
3440,2026/08,293000000,,,
3441,2026/07,477000000,539686000,,
3442,2026/03,156000000,128126000,211874000,
3443,2026/03,1080000000,2092000000,1163000000,
3444,2024/04,-273967000,-212093000,-143478000,-19470000
3445,2025/12,3001000000,4102000000,3959000000,3219000000
3446,2026/06,-172000000,-21236000,,
3447,2026/03,682000000,685608000,980392000,
3449,2025/12,990000000,929327000,963673000,1036000000
3452,2025/12,1449000000,3407000000,1922000000,801000000
3454,2025/11,309000000,493000000,775000000,3718138000
3457,2026/06,207000000,185000000,,
3458,2025/07,1166000000,1865000000,,
3461,2026/09,22000000,,,
3464,2024/03,1835970000,,,
3465,2026/03,4506000000,6740000000,7693000000,
3467,2026/03,507000000,971081000,438919000,
3469,2026/06,-71000000,100919000,,
3474,2025/12,-55000000,-1445000,-32555000,18000000
3475,2025/10,-49000000,1695185000,-500185000,1789408000
3477,2026/03,143000000,158450000,286550000,
3479,2026/02,1801000000,1438000000,2894000000,
3480,2026/10,-254000000,,,
3482,2025/12,5550000000,1994000000,1516000000,4355000000
3484,2026/03,554000000,444968000,451032000,
3486,2025/12,1814000000,2716651000,1617349000,1288000000
3489,2026/03,-46000000,803877000,1651123000,
3490,2024/02,-183124000,60516000,-125403000,911968000
3491,2025/10,1208000000,2979000000,1810000000,1098000000
3494,2026/09,107000000,,,
3495,2026/09,71000000,,,
3496,2026/09,631000000,,,
3497,2025/07,919000000,323041000,466959000,162000000
3498,2026/08,2814000000,,,
3501,2026/05,318000000,568000000,,
3504,2026/03,373000000,397540000,711460000,
350A,2026/07,1067000000,,,
3512,2026/03,117000000,151000000,70000000,
3513,2024/03,191000000,458000000,286000000,180000000
3521,2026/03,67000000,61432000,108568000,
3524,2026/04,129000000,158078000,-141078000,
3526,2026/03,656000000,545000000,1164000000,
3529,2026/03,-522000000,166000000,-325000000,
3536,2026/08,91000000,,,
3537,2026/03,136000000,104533000,150467000,
3538,2026/06,408000000,405961000,,
3539,2026/07,2196000000,,,
353A,2026/05,50000000,65820000,,
3540,2025/12,708000000,1417000000,1196000000,
3541,2026/08,9000000,,,
3542,2026/03,264000000,179103000,332897000,
3543,2026/02,2291000000,2408000000,2302000000,
3544,2026/05,163000000,377000000,,
3546,2026/02,1500000000,1539000000,239000000,
3547,2025/11,248000000,428738000,355262000,153761000
3548,2026/02,504000000,-581000000,720000000,
3549,2026/05,7263000000,6231000000,,
3550,2026/02,91000000,15661000,39339000,
3551,2026/03,658000000,408729000,750271000,
3553,2026/03,22000000,107000000,492000000,
3556,2026/09,108000000,,,
3557,2026/02,94000000,-36360000,-56640000,
3558,2026/02,557000000,452050000,466950000,
3559,2026/03,24000000,34518000,62482000,
3560,2026/08,1094000000,,,
3561,2026/03,466000000,490233000,757767000,
3562,2026/02,148000000,442193000,118807000,
3563,2026/09,13463000000,,,
3565,2026/01,779000000,319604000,1384396000,
3566,2025/12,-1000000,280886000,261114000,213000000
3569,2026/03,5399000000,4860000000,5730000000,
3571,2026/03,115000000,-10101000,-89899000,
3577,2026/03,17000000,45854000,127146000,
3580,2026/03,772000000,581000000,567000000,
3583,2026/03,161000000,190549000,135451000,
3591,2026/03,19756000000,1785000000,1132000000,
3593,2024/03,1302000000,1073000000,1112000000,682000000
3597,2026/06,461000000,531368000,,
3598,2026/03,178000000,-79422000,-158578000,
3600,2026/03,-90000000,-18626000,-28374000,
3604,2025/03,72000000,232319000,322681000,136000000
3607,2026/08,878000000,,,
3608,2026/02,1514000000,-874000000,3063000000,
3611,2026/03,206000000,767000000,390000000,
3612,2026/02,7014000000,2303000000,6577000000,
3622,2024/03,-54627000,17899000,2099000,179531000
3623,2025/12,139000000,138110000,158890000,211000000
3624,2026/09,-154000000,,,
3625,2026/06,126000000,180649000,,
3626,2026/03,16353000000,19200000000,19250000000,
3627,2026/02,-85000000,-68087000,127087000,
3628,2026/03,-152000000,-240852000,151852000,
3632,2026/06,1068000000,400000000,,
3633,2025/12,335000000,262718000,192282000,142000000
3634,2026/03,-3000000,19174000,12826000,
3635,2026/03,3574000000,4390000000,6607000000,
3636,2026/09,3455000000,,,
3639,2026/06,-59000000,-17209000,,
3640,2026/03,82000000,1604931000,1916069000,
3641,2026/03,121000000,33000000,-75000000,
3645,2026/05,24000000,70250000,,
3646,2026/03,-50000000,-26001000,-999000,
3647,2026/08,-94000000,,,
3648,2026/03,477477000,830868000,674655000,
3649,2025/12,823000000,132102000,239898000,595000000
3652,2026/03,-241000000,-58906000,-99094000,
3653,2026/10,-391000000,,,
3655,2026/06,107000000,318672000,,
3656,2025/12,-288000000,-360046000,-211954000,-444000000
3657,2026/01,-22000000,-184823000,384823000,
3659,2025/12,41611000000,37698000000,37528000000,7175000000
365A,2026/02,98000000,187849000,146151000,
3660,2026/06,1039000000,800000000,,
3661,2026/03,1387000000,1314000000,1312000000,
3662,2026/07,270000000,320000000,,
3663,2025/12,759000000,774845000,702155000,731000000
3664,2025/12,-99000000,-65748000,-98252000,-64000000
3665,2026/01,24000000,-41749000,-51251000,
3666,2025/03,478000000,500643000,470357000,
3667,2025/12,-146000000,-238441000,-267559000,-204000000
3668,2026/09,-86000000,,,
366A,2026/03,119000000,491081000,402919000,
3670,2026/03,101000000,151122000,112878000,
3671,2025/12,245000000,173000000,123000000,199000000
3672,2026/09,-135000000,,,
3673,2025/12,352762000,418571000,720297000,571041000
3674,2026/09,-51000000,,,
3675,2026/06,286000000,838669000,,
3676,2026/03,707000000,731572000,902428000,
3678,2026/02,654000000,745000000,509000000,
3679,2026/03,1416000000,1436000000,1309000000,
367A,2026/08,1201000000,,,
3680,2025/12,-25000000,-93063000,-50937000,-1664417000
3681,2025/12,-714000000,-102647000,-384353000,
3682,2026/03,26000000,111921000,88079000,
3683,2025/12,414000000,576000000,344000000,512000000
3686,2026/03,-222000000,-115903000,-72097000,
3687,2026/09,663000000,,,
3688,2025/12,1007000000,566000000,847000000,
368A,2026/03,1195000000,1574000000,1479000000,
3690,2026/09,169000000,,,
3691,2026/09,24000000,,,
3692,2026/03,264000000,284764000,355236000,
3694,2026/03,270000000,644513000,419487000,
3695,2025/12,-89000000,203215000,180785000,45000000
3696,2025/12,860000000,601731000,481269000,391000000
3697,2026/08,2817000000,,,
3698,2026/09,31000000,,,
369A,2026/08,179000000,,,
3708,2026/03,1325000000,1034000000,1182000000,
3710,2026/09,5000000,,,
3712,2026/09,516000000,,,
3719,2025/12,54000000,59696000,114304000,47000000
3723,2026/09,685000000,,,
3726,2026/09,-160000000,,,
3727,2025/12,47962000,36861000,41822000,-191514000
372A,2026/05,1126000000,1657725000,,
3733,2026/10,1519000000,,,
3738,2025/03,3097000000,2004000000,3873000000,
3739,2026/03,25000000,24254000,65746000,
373A,2026/08,147000000,,,
3741,2026/03,290000000,537072000,536928000,
3744,2025/12,68000000,111926000,116074000,105000000
3747,2026/09,-21000000,,,
3750,2026/03,-131000000,-201582000,-188418000,
3753,2026/03,-150000000,-43667000,-141333000,
3758,2025/12,320000000,103000000,119000000,125000000
3760,2026/05,-565000000,-357456000,,
3762,2026/03,1274000000,1900936000,1922064000,
3763,2024/03,23325000,392403000,569823000,647106000
3765,2025/12,2831000000,2189000000,848000000,-812000000
3766,2024/03,72966000,152809000,183459000,115190000
3768,2026/03,63000000,113881000,78119000,
3769,2026/09,8561000000,,,
3770,2026/04,59000000,,,
3771,2026/03,601000000,918627000,883373000,
3772,2026/03,-543000000,-824617000,361617000,
3773,2026/03,190000000,300459000,444541000,
3774,2026/03,6031000000,9357000000,9024000000,
3775,2025/12,9000000,104983000,7017000,133000000
3776,2025/12,159000000,148775000,248225000,255000000
3777,2025/12,8000000,-38832000,-44168000,181000000
3778,2026/03,-457000000,-463815000,-196185000,
3779,2026/03,37000000,9926000,-9926000,
3787,2026/03,-68000000,17611000,109389000,
3788,2025/12,285000000,308999000,389001000,492000000
378A,2026/06,268000000,617092000,,
3791,2026/05,196000000,52116000,,
3793,2026/03,-81000000,-493839000,670839000,
3796,2026/03,-13000000,79751000,37249000,
3798,2026/03,894000000,639000000,1028000000,
3799,2026/03,17000000,283744000,232256000,
3800,2026/03,229000000,230005000,213995000,
3802,2026/03,-65000000,-123219000,266219000,
3803,2024/03,-12188000,1664000,-5504000,2524000
3804,2025/10,143000000,509018000,40982000,245154000
3807,2025/12,-26000000,-9362000,54362000,-15000000
3808,2026/06,-28000000,-52006000,,
3810,2026/05,-324000000,-448000000,,
3814,2025/09,5000000,-59727000,,-29117000
3815,2026/08,-150000000,,,
3816,2026/07,36000000,30692000,,
3817,2026/03,1848000000,2001000000,1958000000,
3823,2026/08,-125000000,,,
3824,2026/05,16000000,13380000,,
3825,2026/03,1741000000,2190000000,-4685000000,
3826,2026/02,98000000,157336000,210664000,
3830,2025/04,855000000,974301000,1152699000,
3834,2026/03,504000000,513000000,472000000,
3835,2026/03,147000000,403753000,231247000,
3836,2026/06,1341000000,1404786000,,
3837,2026/03,549000000,554351000,691649000,
3839,2026/03,-210000000,-213979000,-106021000,
3840,2026/03,-154000000,-168833000,-197167000,
3841,2026/03,111000000,-8992000,53992000,
3842,2026/03,132000000,58668000,68332000,
3843,2026/04,1687000000,1776694000,1646306000,
3844,2026/03,867000000,1210000000,1090000000,
3845,2026/03,7000000,3863000,137000,
3847,2026/03,89000000,239507000,,
3848,2026/03,-36000000,106653000,55347000,
3849,2026/03,-60000000,-41786000,107786000,
3850,2026/03,296000000,388390000,281610000,
3851,2026/03,-174000000,-148283000,65283000,
3853,2026/03,311000000,212487000,411513000,
3854,2026/07,1325000000,1506762000,,
3856,2026/03,3642000000,2632000000,,
3857,2025/03,-8000000,360037000,517963000,
3858,2026/03,-113000000,-42536000,-132464000,
3861,2026/03,3703000000,13028000000,9937000000,
3863,2026/06,9006000000,,,
3864,2026/03,-1221000000,1279000000,-1148000000,
3865,2026/03,3261000000,-1242000000,3344000000,
386A,2026/06,-67000000,247989000,,
3877,2026/03,-53000000,1408000000,-82000000,
3878,2024/03,432000000,363000000,182000000,354000000
387A,2026/06,4000000,17547000,,
3880,2024/03,2779000000,4649000000,3664000000,3275000000
3891,2026/03,856000000,928370000,861630000,
3892,2026/05,222000000,281290000,,
3895,2026/03,52000000,114285000,176715000,
3896,2026/03,-212000000,-13799000,43799000,
3900,2026/09,54000000,,,
3901,2025/12,590000000,481955000,464045000,559000000
3902,2025/12,17000000,-22038000,100038000,254000000
3903,2026/04,72000000,-235284000,293284000,
3904,2025/12,249000000,42288000,412712000,367000000
3905,2026/03,-342000000,-1028648000,1038648000,
3907,2025/11,-21000000,142000000,5000000,21000000
3908,2026/03,20000000,38007000,13993000,
3909,2025/12,188000000,-40520000,-67480000,
3910,2026/03,-35000000,37251000,62749000,
3911,2025/12,1352000000,491769000,254231000,-19000000
3912,2025/12,178000000,369469000,263531000,310468000
3913,2025/12,52000000,11616000,63384000,38000000
3914,2025/12,146000000,128269000,122731000,152000000
3915,2026/02,316000000,310360000,241640000,
3916,2026/06,711000000,859244000,,
3917,2026/03,-69000000,-58043000,43043000,
3918,2026/03,334000000,432710000,222290000,
3920,2026/09,-39000000,,,
3921,2026/01,644000000,606207000,634793000,612000000
3922,2026/02,883000000,1009205000,1097795000,
3923,2026/03,3656000000,4052000000,4792000000,
3924,2026/03,179000000,497140000,330860000,
3925,2026/03,327000000,435789000,425211000,
3926,2026/03,-72000000,-2192000,-18808000,
3927,2026/03,36000000,84658000,76342000,
3928,2025/12,147000000,95404000,68596000,63000000
3929,2026/03,17000000,52728000,96272000,
3930,2026/07,3000000,61431000,,
3931,2026/01,18000000,33367000,12633000,-11000000
3932,2026/03,-1698000000,3422000000,1339000000,
3933,2026/03,44000000,362146000,148854000,
3934,2026/03,383000000,290590000,419410000,
3935,2026/02,168000000,130932000,70068000,
3936,2026/03,-55000000,83598000,5402000,
3937,2024/03,253050000,288112000,232049000,299091000
3939,2026/09,460000000,,,
3940,2025/12,223000000,74000000,135000000,154000000
3941,2026/03,10375000000,9599000000,13030000000,
3943,2026/03,262000000,141000000,202000000,
3944,2025/12,177000000,119000000,22000000,115000000
3945,2026/03,150000000,146000000,379000000,
3946,2026/03,1415000000,3057000000,3489000000,
3947,2025/12,600000000,817492000,839508000,624000000
3948,2025/12,-51000000,75125000,63875000,114000000
3950,2025/12,1277000000,1586000000,1415000000,2929000000
3951,2026/03,499000000,461000000,225000000,
3952,2025/03,148000000,190087000,106913000,-54000000
3953,2026/03,71000000,73851000,120149000,
3954,2026/03,418000000,401588000,377412000,
3955,2026/01,512000000,703000000,-95000000,17000000
3958,2026/06,-13000000,106546000,,
3961,2025/12,-9000000,-1294000,-18706000,1000000
3962,2026/03,678000000,1822000000,8086000000,
3963,2026/03,183000000,179045000,114955000,
3964,2025/12,3083000000,2753811000,2201189000,1479000000
3965,2026/09,180000000,,,
3967,2026/02,44000000,48450000,550000,
3968,2025/12,226000000,459025000,749975000,419000000
3969,2024/03,206869000,276185000,269905000,297130000
3970,2026/03,-186000000,-75833000,-104167000,
3974,2026/10,44000000,,,
3976,2025/12,-50000000,28809000,21191000,120000000
3977,2026/02,-15000000,-27791000,9791000,
3978,2025/06,780000000,1975000000,2340000000,
3979,2026/03,128000000,220054000,269946000,
3981,2025/12,228000000,271862000,503138000,365000000
3983,2025/12,664000000,538883000,653117000,793000000
3984,2026/06,616000000,601320000,,
3985,2026/09,13000000,,,
3986,2026/06,7000000,41538000,,
3987,2026/08,-26000000,,,
3988,2026/07,96000000,,,
3989,2026/09,533000000,,,
3990,2025/09,147000000,,,
3991,2026/08,335000000,,,
3992,2026/09,415000000,,,
3993,2026/09,1616649000,,,
3994,2025/11,-580000000,-1012868000,-386132000,-674396000
3995,2024/01,51977000,124192000,79410000,117421000
3996,2026/02,-19000000,-1560000,26560000,
3997,2025/12,-90000000,47192000,159808000,142000000
3998,2025/12,36000000,3482000,13518000,12000000
4004,2025/12,13982000000,18629000000,-11141000000,25206000000
4005,2026/03,25452000000,78233000000,76731000000,
4008,2026/03,2340000000,3541000000,4430000000,
4011,2025/12,-67000000,43000000,122000000,131000000
4012,2025/12,252000000,170116000,189884000,276000000
4013,2025/12,350000000,385021000,430979000,355000000
4014,2026/07,32000000,,,
4015,2026/08,140000000,,,
4016,2025/11,87000000,41281000,64719000,-23757000
4017,2026/02,23000000,-8841000,-38159000,
4018,2026/06,3000000,-21755000,,
4019,2025/12,47000000,61199000,44801000,138000000
4020,2025/12,4000000,-24707000,-21293000,-39000000
4021,2026/03,18097000000,11501000000,15386000000,
4022,2026/03,1317000000,1543000000,1650000000,
4023,2026/03,2329000000,5776000000,5237000000,
4025,2025/12,690000000,1012000000,632000000,829000000
4026,2026/04,528000000,682000000,685000000,
4027,2026/03,957000000,450000000,48000000,
4028,2024/03,3232000000,-952000000,203000000,9008000000
402A,2026/05,-1063000000,-1128116000,,
4031,2026/03,175000000,92000000,186000000,
4040,2026/03,337000000,270000000,429000000,
4041,2026/03,3156000000,3897000000,4458000000,
4042,2026/03,16078000000,28664000000,25152000000,
4043,2026/03,7884000000,11268000000,7578000000,
4044,2024/03,2845000000,3165000000,4548000000,3968000000
4045,2025/12,3363000000,3655000000,3589000000,3573000000
4046,2026/03,3939000000,4172000000,4826000000,
4047,2026/03,779000000,36000000,1793000000,
4051,2026/09,954000000,,,
4052,2025/06,-7000000,-202000,32202000,-34374000
4053,2025/12,291000000,124000000,505000000,132000000
4054,2026/06,92000000,191180000,,
4055,2026/09,173000000,,,
4056,2025/12,-9000000,10339000,22661000,-30000000
4057,2026/05,44000000,1639000,,
4058,2025/12,331000000,525000000,445000000,304000000
4059,2026/09,-1000000,,,
4060,2025/12,109000000,115000000,94000000,110000000
4061,2026/03,2302000000,7438000000,8458000000,
4062,2026/03,17636000000,14937000000,11954000000,
4063,2026/03,166803000000,167132000000,164091000000,
4064,2026/03,965000000,1128000000,1121000000,
4068,2026/06,5000000,114373000,,
4069,2026/03,106000000,5052000,1948000,
4071,2026/09,1676000000,,,
4072,2025/12,1084000000,557000000,1036000000,947000000
4073,2026/06,-65000000,-81181000,,
4074,2025/12,411000000,195660000,-95660000,-66000000
4075,2026/07,-27000000,,,
4076,2026/05,182000000,168616000,,
4078,2026/03,1904000000,1380000000,2083000000,
407A,2026/06,256000000,517936000,,
4080,2026/03,-59000000,236000000,,
4082,2024/03,437000000,1000000000,922000000,63000000
4088,2025/03,13939000000,13673000000,25592000000,22042000000
4091,2026/03,45547000000,48657000000,51907000000,
4092,2026/03,1110000000,280000000,597000000,
4093,2026/03,441000000,237602000,552398000,
4094,2026/03,878000000,639553000,960447000,
4095,2026/03,3413000000,3416000000,4206000000,
4097,2026/06,2694000000,,,
4098,2026/03,98000000,34000000,36000000,
4099,2025/12,3037000000,2216000000,3022000000,2594000000
4100,2024/03,-77000000,66000000,242000000,-114000000
4102,2024/03,49486000,28321000,107039000,-47403000
4107,2025/12,2000000000,2832000000,2668000000,1984000000
4109,2026/03,1222000000,1277000000,1078000000,
4112,2024/03,337000000,908000000,1167000000,1539000000
